Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,
3113,Portsmouth,45.588021,-122.719441,Chase Bank,45.584832,-122.739161,Bank
3114,Portsmouth,45.588021,-122.719441,7-Eleven,45.589698,-122.749549,Convenience Store
3115,Portsmouth,45.588021,-122.719441,Redbox,45.57712,-122.695774,Video Store
3116,Portsmouth,45.588021,-122.719441,Big Kahuna's BBQ & Catering,45.58769,-122.74062,BBQ Joint
3117,Portsmouth,45.588021,-122.719441,ampm,45.582099,-122.723924,Convenience Store
3118,Portsmouth,45.588021,-122.719441,Heron Lakes Golf Course,45.6045,-122.704508,Golf Course
3119,Portsmouth,45.588021,-122.719441,76,45.582812,-122.72434,Gas Station
3120,Portsmouth,45.588021,-122.719441,Walgreens,45.577415,-122.696306,Pharmacy
3121,Portsmouth,45.588021,-122.719441,Chase Bank,45.576822,-122.694871,Bank
3122,Portsmouth,45.588021,-122.719441,Goodwill,45.576916,-122.698966,Thrift / Vintage Store
3123,Portsmouth,45.588021,-122.719441,Shell,45.592908,-122.733548,Gas Station
3124,Portsmouth,45.588021,-122.719441,McCoy Park,45.588799,-122.715972,Park
3125,Portsmouth,45.588021,-122.719441,Fred Meyer,45.585653,-122.738362,Supermarket
3126,Portsmouth,45.588021,-122.719441,Trenton Park,45.586302,-122.700601,Park
3127,Portsmouth,45.588021,-122.719441,Arby's,45.577406,-122.699427,Fast Food Restaurant
3128,Portsmouth,45.588021,-122.719441,Delta Park West,45.594342,-122.696686,Park
3129,Portsmouth,45.588021,-122.719441,Louisiana-Pacific Tennis Center,45.571485,-122.728572,Tennis Court
3130,Portsmouth,45.588021,-122.719441,Seven Rivers BBQ,45.577277,-122.698051,BBQ Joint
3131,Portsmouth,45.588021,-122.719441,Ferguson Waterworks,45.588701,-122.693102,Hardware Store
3132,Portsmouth,45.588021,-122.719441,Artist & Craftsman Supply Portland N,45.577382,-122.697024,Arts & Crafts Store
3133,Portsmouth,45.588021,-122.719441,Los Pepitos Locos,45.57728,-122.694989,Mexican Restaurant
3134,Portsmouth,45.588021,-122.719441,Vanport Park,45.599712,-122.693657,Park
3135,Portsmouth,45.588021,-122.719441,JD's Shoe Repair,45.573859,-122.695698,Shoe Repair
3136,Portsmouth,45.588021,-122.719441,Ferguson Plumbing Supply,45.586589,-122.688071,Hardware Store
3137,Portsmouth,45.588021,-122.719441,Carnival Inspiration,45.566481,-122.727077,Cruise
3138,Portsmouth,45.588021,-122.719441,Bamboo Craftsman Company,45.583761,-122.68806,Furniture / Home Store
3139,Portsmouth,45.588021,-122.719441,Norwegian Star Cruise Ship,45.566124,-122.726388,Cruise
3140,St. Johns,45.598078,-122.745471,Rose City Taqueria,45.593673,-122.735499,Taco Place
3141,St. Johns,45.598078,-122.745471,Taqueria Y Panaderia Santa Cruz,45.590201,-122.755332,Mexican Restaurant
3142,St. Johns,45.598078,-122.745471,Leisure Public House,45.589144,-122.748221,Bar
3143,St. Johns,45.598078,-122.745471,The Great North,45.590399,-122.754684,Coffee Shop
3144,St. Johns,45.598078,-122.745471,St Johns Beer Porch,45.587727,-122.742337,Brewery
3145,St. Johns,45.598078,-122.745471,Blue Moon Camera and Machine,45.589724,-122.753303,Camera Store
3146,St. Johns,45.598078,-122.745471,Pier Park Disc Golf Course,45.60339,-122.757572,Disc Golf
3147,St. Johns,45.598078,-122.745471,Hoplandia Beer,45.589662,-122.755614,Beer Store
3148,St. Johns,45.598078,-122.745471,Two Stroke Coffee,45.59168,-122.756629,Coffee Shop
3149,St. Johns,45.598078,-122.745471,Pier Park,45.602232,-122.756429,Park
3150,St. Johns,45.598078,-122.745471,Mama San Soul Shack,45.589605,-122.748614,Restaurant
3151,St. Johns,45.598078,-122.745471,Homegrown Smoker,45.590409,-122.755313,Vegetarian / Vegan Restaurant
3152,St. Johns,45.598078,-122.745471,Captured By Porches Beer Bus,45.587708,-122.742387,Bar
3153,St. Johns,45.598078,-122.745471,Cathedral Park,45.587744,-122.759822,Park
3154,St. Johns,45.598078,-122.745471,The Fixin' To,45.588986,-122.751246,Bar
3155,St. Johns,45.598078,-122.745471,St Johns Farmers Market,45.589882,-122.754742,Farmers Market
3156,St. Johns,45.598078,-122.745471,Anna Bannanas,45.590769,-122.755616,Coffee Shop
3157,St. Johns,45.598078,-122.745471,Occidental Wursthaus,45.588864,-122.761344,German Restaurant
3158,St. Johns,45.598078,-122.745471,Affogato,45.590794,-122.755594,Coffee Shop
3159,St. Johns,45.598078,-122.745471,Chimney Dog Park,45.606529,-122.758428,Dog Run
3160,St. Johns,45.598078,-122.745471,Falafel House,45.587688,-122.742295,Food Truck
3161,St. Johns,45.598078,-122.745471,Cathedral Coffee,45.584161,-122.746082,Coffee Shop
3162,St. Johns,45.598078,-122.745471,Thai Cottage,45.590203,-122.755072,Thai Restaurant
3163,St. Johns,45.598078,-122.745471,Occidental Brewing Company,45.588807,-122.76168,Brewery
3164,St. Johns,45.598078,-122.745471,West Coast Fitness,45.588155,-122.744019,Gym
3165,St. Johns,45.598078,-122.745471,Gabagool,45.589334,-122.747603,Italian Restaurant
3166,St. Johns,45.598078,-122.745471,Grocery Outlet,45.588903,-122.746009,Grocery Store
3167,St. Johns,45.598078,-122.745471,New Seasons University Park,45.584827,-122.731264,Supermarket
3168,St. Johns,45.598078,-122.745471,Lombard House,45.588061,-122.74268,Beer Bar
3169,St. Johns,45.598078,-122.745471,St. Johns Twin Cinema and Pub,45.590679,-122.755516,Movie Theater
3170,St. Johns,45.598078,-122.745471,St Johns Coffee Roasters,45.589342,-122.754122,Coffee Shop
3171,St. Johns,45.598078,-122.745471,Slim's,45.590471,-122.754992,Dive Bar
3172,St. Johns,45.598078,-122.745471,Dollar Tree,45.588674,-122.746151,Discount Store
3173,St. Johns,45.598078,-122.745471,Dairy Queen,45.587279,-122.739102,Fast Food Restaurant
3174,St. Johns,45.598078,-122.745471,The Belmont Goats,45.583571,-122.736672,Farm
3175,St. Johns,45.598078,-122.745471,Bernstein's Bagels,45.589609,-122.753251,Bagel Shop
3176,St. Johns,45.598078,-122.745471,McMenamins St. John's Theater and Pub,45.588754,-122.75155,Pub
3177,St. Johns,45.598078,-122.745471,StormBreaker St. Johns,45.589758,-122.753088,Brewery
3178,St. Johns,45.598078,-122.745471,The Sudra,45.591163,-122.755644,Indian Restaurant
3179,St. Johns,45.598078,-122.745471,Starbucks,45.587764,-122.753203,Coffee Shop
3180,St. Johns,45.598078,-122.745471,Vinyl Resting Place,45.589352,-122.75289,Record Shop
3181,St. Johns,45.598078,-122.745471,The Sundown Pub,45.584206,-122.728355,Bar
3182,St. Johns,45.598078,-122.745471,Drunken Noodle,45.584198,-122.728445,Thai Restaurant
3183,St. Johns,45.598078,-122.745471,Burgerville,45.58975,-122.755549,Burger Joint
3184,St. Johns,45.598078,-122.745471,U.S. Bank ATM,45.589678,-122.754589,ATM
3185,St. Johns,45.598078,-122.745471,Starbucks,45.590254,-122.754629,Coffee Shop
3186,St. Johns,45.598078,-122.745471,7-Eleven,45.589698,-122.749549,Convenience Store
3187,St. Johns,45.598078,-122.745471,Your Inn,45.593823,-122.761859,Bar
3188,St. Johns,45.598078,-122.745471,Baskin-Robbins,45.582644,-122.724909,Ice Cream Shop
3189,St. Johns,45.598078,-122.745471,Fishwife,45.582628,-122.724711,Seafood Restaurant
3190,St. Johns,45.598078,-122.745471,7-Eleven,45.592562,-122.757505,Convenience Store
3191,St. Johns,45.598078,-122.745471,Starbucks,45.58635,-122.738118,Coffee Shop
3192,St. Johns,45.598078,-122.745471,Papa Murphy's,45.582481,-122.725142,Pizza Place
3193,St. Johns,45.598078,-122.745471,7-Eleven,45.592905,-122.733959,Convenience Store
3194,St. Johns,45.598078,-122.745471,Signal Station Pizza,45.589188,-122.752286,Pizza Place
3195,St. Johns,45.598078,-122.745471,Enterprise Rent-A-Car,45.58722,-122.73864,Rental Car Location
3196,St. Johns,45.598078,-122.745471,Les Schwab Tire Center,45.583079,-122.726159,Automotive Shop
3197,St. Johns,45.598078,-122.745471,Chase Bank,45.584832,-122.739161,Bank
3198,St. Johns,45.598078,-122.745471,Big Kahuna's BBQ & Catering,45.58769,-122.74062,BBQ Joint
3199,St. Johns,45.598078,-122.745471,Starbucks,45.583621,-122.727925,Coffee Shop
3200,St. Johns,45.598078,-122.745471,U-Haul of St Johns,45.585348,-122.732761,Rental Car Location
3201,St. Johns,45.598078,-122.745471,7-Eleven,45.584939,-122.729808,Convenience Store
3202,St. Johns,45.598078,-122.745471,Girasole,45.589749,-122.753715,Pizza Place
3203,St. Johns,45.598078,-122.745471,Blue Bird Tavern,45.591903,-122.757312,Pub
3204,St. Johns,45.598078,-122.745471,Subway,45.582823,-122.725394,Sandwich Place
3205,St. Johns,45.598078,-122.745471,Pattie's Homeplate Cafe,45.590008,-122.754048,Breakfast Spot
3206,St. Johns,45.598078,-122.745471,Super Burrito Express,45.592729,-122.757542,Mexican Restaurant
3207,St. Johns,45.598078,-122.745471,Shell,45.592908,-122.733548,Gas Station
3208,St. Johns,45.598078,-122.745471,Pizza Hut,45.582385,-122.722979,Pizza Place
3209,St. Johns,45.598078,-122.745471,Safeway,45.587725,-122.753019,Grocery Store
3210,St. Johns,45.598078,-122.745471,Fred Meyer,45.585653,-122.738362,Supermarket
3211,St. Johns,45.598078,-122.745471,Cathedral Park Restaurant,45.588915,-122.761391,Café
3212,St. Johns,45.598078,-122.745471,ampm,45.582099,-122.723924,Convenience Store
3213,St. Johns,45.598078,-122.745471,Du's Teriyaki,45.595005,-122.759911,Japanese Restaurant
3214,St. Johns,45.598078,-122.745471,Chimney Park,45.606811,-122.759678,Dog Run
3215,St. Johns,45.598078,-122.745471,76,45.582812,-122.72434,Gas Station
3216,St. Johns,45.598078,-122.745471,Moonstruck chocolate Co.,45.588515,-122.760858,Candy Store
3217,St. Johns,45.598078,-122.745471,Foss Maritime,45.586898,-122.772549,Boat or Ferry
3218,University Park,45.577809,-122.728977,Merlo Field,45.574739,-122.727743,College Soccer Field
3219,University Park,45.577809,-122.728977,New Seasons University Park,45.584827,-122.731264,Supermarket
3220,University Park,45.577809,-122.728977,Eastside Deli,45.580634,-122.718829,Deli / Bodega
3221,University Park,45.577809,-122.728977,ChillNFill,45.581871,-122.721983,Beer Bar
3222,University Park,45.577809,-122.728977,Twilight Room,45.581852,-122.722612,Bar
3223,University Park,45.577809,-122.728977,The Belmont Goats,45.583571,-122.736672,Farm
3224,University Park,45.577809,-122.728977,The Sundown Pub,45.584206,-122.728355,Bar
3225,University Park,45.577809,-122.728977,St Johns Beer Porch,45.587727,-122.742337,Brewery
3226,University Park,45.577809,-122.728977,Columbia Park,45.580414,-122.709114,Park
3227,University Park,45.577809,-122.728977,Cathedral Coffee,45.584161,-122.746082,Coffee Shop
3228,University Park,45.577809,-122.728977,Drunken Noodle,45.584198,-122.728445,Thai Restaurant
3229,University Park,45.577809,-122.728977,Captured By Porches Beer Bus,45.587708,-122.742387,Bar
3230,University Park,45.577809,-122.728977,Baskin-Robbins,45.582644,-122.724909,Ice Cream Shop
3231,University Park,45.577809,-122.728977,Rose City Taqueria,45.593673,-122.735499,Taco Place
3232,University Park,45.577809,-122.728977,Falafel House,45.587688,-122.742295,Food Truck
3233,University Park,45.577809,-122.728977,Fishwife,45.582628,-122.724711,Seafood Restaurant
3234,University Park,45.577809,-122.728977,Leisure Public House,45.589144,-122.748221,Bar
3235,University Park,45.577809,-122.728977,Papa Murphy's,45.582481,-122.725142,Pizza Place
3236,University Park,45.577809,-122.728977,Dairy Queen,45.587279,-122.739102,Fast Food Restaurant
3237,University Park,45.577809,-122.728977,Saltzman Trail,45.56626,-122.752895,Trail
3238,University Park,45.577809,-122.728977,Chiles Center,45.575108,-122.72854,College Basketball Court
3239,University Park,45.577809,-122.728977,Mama San Soul Shack,45.589605,-122.748614,Restaurant
3240,University Park,45.577809,-122.728977,Taqueria Y Panaderia Santa Cruz,45.590201,-122.755332,Mexican Restaurant
3241,University Park,45.577809,-122.728977,Mock Crest Tavern,45.577226,-122.702342,Bar
3242,University Park,45.577809,-122.728977,Blue Moon Camera and Machine,45.589724,-122.753303,Camera Store
3243,University Park,45.577809,-122.728977,The Fixin' To,45.588986,-122.751246,Bar
3244,University Park,45.577809,-122.728977,Hoplandia Beer,45.589662,-122.755614,Beer Store
3245,University Park,45.577809,-122.728977,West Coast Fitness,45.588155,-122.744019,Gym
3246,University Park,45.577809,-122.728977,The Great North,45.590399,-122.754684,Coffee Shop
3247,University Park,45.577809,-122.728977,King Burrito Mexican Food,45.57697,-122.697112,Mexican Restaurant
3248,University Park,45.577809,-122.728977,Lombard House,45.588061,-122.74268,Beer Bar
3249,University Park,45.577809,-122.728977,Homegrown Smoker,45.590409,-122.755313,Vegetarian / Vegan Restaurant
3250,University Park,45.577809,-122.728977,Les Schwab Tire Center,45.583079,-122.726159,Automotive Shop
3251,University Park,45.577809,-122.728977,St Johns Farmers Market,45.589882,-122.754742,Farmers Market
3252,University Park,45.577809,-122.728977,Grocery Outlet,45.588903,-122.746009,Grocery Store
3253,University Park,45.577809,-122.728977,Gabagool,45.589334,-122.747603,Italian Restaurant
3254,University Park,45.577809,-122.728977,Thai Cottage,45.590203,-122.755072,Thai Restaurant
3255,University Park,45.577809,-122.728977,Darcy's Restaurant,45.580313,-122.718568,Breakfast Spot
3256,University Park,45.577809,-122.728977,Dollar Tree,45.588674,-122.746151,Discount Store
3257,University Park,45.577809,-122.728977,Starbucks,45.583621,-122.727925,Coffee Shop
3258,University Park,45.577809,-122.728977,St Johns Coffee Roasters,45.589342,-122.754122,Coffee Shop
3259,University Park,45.577809,-122.728977,McMenamins St. John's Theater and Pub,45.588754,-122.75155,Pub
3260,University Park,45.577809,-122.728977,Cha! Cha! Cha!,45.581901,-122.722083,Mexican Restaurant
3261,University Park,45.577809,-122.728977,Green Zebra Grocery,45.577276,-122.69758,Grocery Store
3262,University Park,45.577809,-122.728977,Starbucks,45.58635,-122.738118,Coffee Shop
3263,University Park,45.577809,-122.728977,Bernstein's Bagels,45.589609,-122.753251,Bagel Shop
3264,University Park,45.577809,-122.728977,Slim's,45.590471,-122.754992,Dive Bar
3265,University Park,45.577809,-122.728977,Starbucks,45.587764,-122.753203,Coffee Shop
3266,University Park,45.577809,-122.728977,Tuk Tuk Thai,45.577031,-122.699991,Thai Restaurant
3267,University Park,45.577809,-122.728977,7-Eleven,45.584939,-122.729808,Convenience Store
3268,University Park,45.577809,-122.728977,StormBreaker St. Johns,45.589758,-122.753088,Brewery
3269,University Park,45.577809,-122.728977,Subway,45.582823,-122.725394,Sandwich Place
3270,University Park,45.577809,-122.728977,Vinyl Resting Place,45.589352,-122.75289,Record Shop
3271,University Park,45.577809,-122.728977,Chase Bank,45.584832,-122.739161,Bank
3272,University Park,45.577809,-122.728977,Columbia Annex,45.576023,-122.713343,Park
3273,University Park,45.577809,-122.728977,U-Haul of St Johns,45.585348,-122.732761,Rental Car Location
3274,University Park,45.577809,-122.728977,Pizza Hut,45.582385,-122.722979,Pizza Place
3275,University Park,45.577809,-122.728977,Enterprise Rent-A-Car,45.58722,-122.73864,Rental Car Location
3276,University Park,45.577809,-122.728977,Domino's Pizza,45.580553,-122.719751,Pizza Place
3277,University Park,45.577809,-122.728977,Burgerville,45.58975,-122.755549,Burger Joint
3278,University Park,45.577809,-122.728977,U.S. Bank ATM,45.589678,-122.754589,ATM
3279,University Park,45.577809,-122.728977,7-Eleven,45.589698,-122.749549,Convenience Store
3280,University Park,45.577809,-122.728977,7-Eleven,45.592905,-122.733959,Convenience Store
3281,University Park,45.577809,-122.728977,Starbucks,45.590254,-122.754629,Coffee Shop
3282,University Park,45.577809,-122.728977,U.S. Bank ATM,45.577393,-122.700309,ATM
3283,University Park,45.577809,-122.728977,Big Kahuna's BBQ & Catering,45.58769,-122.74062,BBQ Joint
3284,University Park,45.577809,-122.728977,ampm,45.582099,-122.723924,Convenience Store
3285,University Park,45.577809,-122.728977,Charles Jordan Community Center,45.587759,-122.711151,Gym / Fitness Center
3286,University Park,45.577809,-122.728977,Signal Station Pizza,45.589188,-122.752286,Pizza Place
3287,University Park,45.577809,-122.728977,76,45.582812,-122.72434,Gas Station
3288,University Park,45.577809,-122.728977,Fred Meyer,45.585653,-122.738362,Supermarket
3289,University Park,45.577809,-122.728977,Goodwill,45.576916,-122.698966,Thrift / Vintage Store
3290,University Park,45.577809,-122.728977,Louisiana-Pacific Tennis Center,45.571485,-122.728572,Tennis Court
3291,University Park,45.577809,-122.728977,Shell,45.592908,-122.733548,Gas Station
3292,University Park,45.577809,-122.728977,Girasole,45.589749,-122.753715,Pizza Place
3293,University Park,45.577809,-122.728977,Safeway,45.587725,-122.753019,Grocery Store
3294,University Park,45.577809,-122.728977,Pattie's Homeplate Cafe,45.590008,-122.754048,Breakfast Spot
3295,University Park,45.577809,-122.728977,Carnival Inspiration,45.566481,-122.727077,Cruise
3296,University Park,45.577809,-122.728977,Columbia International Cup,45.587062,-122.715336,Coffee Shop
3297,University Park,45.577809,-122.728977,McCoy Park,45.588799,-122.715972,Park
3298,University Park,45.577809,-122.728977,Hazardous Waste Disposal,45.568239,-122.747012,Scenic Lookout
3299,University Park,45.577809,-122.728977,University Park,45.58615,-122.709609,Park
3300,University Park,45.577809,-122.728977,El Coyote,45.593513,-122.735093,Mexican Restaurant
3301,University Park,45.577809,-122.728977,N Columbia Trail,45.589505,-122.708801,Trail
3302,University Park,45.577809,-122.728977,City Food Market,45.594664,-122.739608,Convenience Store
3303,University Park,45.577809,-122.728977,Arby's,45.577406,-122.699427,Fast Food Restaurant
3304,University Park,45.577809,-122.728977,Bluemercury,45.561637,-122.74501,Cosmetics Shop
3305,University Park,45.577809,-122.728977,Peninsula Station,45.589367,-122.752497,Shipping Store
3306,University Park,45.577809,-122.728977,Soma,45.589178,-122.753287,Speakeasy
3307,University Park,45.577809,-122.728977,McPolanders Taproom,45.583517,-122.700804,Bar
3308,University Park,45.577809,-122.728977,Seven Rivers BBQ,45.577277,-122.698051,BBQ Joint
3309,University Park,45.577809,-122.728977,Hound & Hare Vintage,45.589584,-122.75397,Thrift / Vintage Store
3310,University Park,45.577809,-122.728977,Trenton Park,45.586302,-122.700601,Park
3311,University Park,45.577809,-122.728977,Pizza Nostra - Philadelphia Ave,45.589555,-122.755534,Pizza Place
3312,University Park,45.577809,-122.728977,Artist & Craftsman Supply Portland N,45.577382,-122.697024,Arts & Crafts Store
3313,Alameda,45.548631,-122.636481,Guilder,45.54829,-122.641335,Coffee Shop
3314,Alameda,45.548631,-122.636481,Garden Fever,45.54801,-122.641359,Garden Center
3315,Alameda,45.548631,-122.636481,Lucca,45.548167,-122.641375,Italian Restaurant
3316,Alameda,45.548631,-122.636481,Pine State Biscuits,45.558981,-122.642697,Southern / Soul Food Restaurant
3317,Alameda,45.548631,-122.636481,Proud Mary,45.558976,-122.644497,Coffee Shop
3318,Alameda,45.548631,-122.636481,Urdaneta,45.559136,-122.634119,Tapas Restaurant
3319,Alameda,45.548631,-122.636481,Great Notion Brewing,45.558881,-122.642771,Brewery
3320,Alameda,45.548631,-122.636481,Salt & Straw,45.559148,-122.644141,Ice Cream Shop
3321,Alameda,45.548631,-122.636481,Whole Foods Market,45.548998,-122.651285,Grocery Store
3322,Alameda,45.548631,-122.636481,Bollywood Theater,45.55927,-122.644011,Indian Restaurant
3323,Alameda,45.548631,-122.636481,Mojo Sushi,45.548351,-122.650162,Sushi Restaurant
3324,Alameda,45.548631,-122.636481,Just Bob,45.559155,-122.640865,Café
3325,Alameda,45.548631,-122.636481,Petite Provence of Alberta,45.558921,-122.646213,Bakery
3326,Alameda,45.548631,-122.636481,The Knock Back,45.559154,-122.641628,Bar
3327,Alameda,45.548631,-122.636481,Les Caves,45.55927,-122.647322,Wine Bar
3328,Alameda,45.548631,-122.636481,La Sirenita,45.559121,-122.636564,Mexican Restaurant
3329,Alameda,45.548631,-122.636481,Sip Juice Cart,45.559083,-122.642625,Food Truck
3330,Alameda,45.548631,-122.636481,Sugar Me,45.548352,-122.652452,Cosmetics Shop
3331,Alameda,45.548631,-122.636481,Back to Eden Bakery,45.55921,-122.64258,Gluten-free Restaurant
3332,Alameda,45.548631,-122.636481,Grain & Gristle,45.555503,-122.650151,Bar
3333,Alameda,45.548631,-122.636481,Hale Pele,45.535264,-122.637343,Tiki Bar
3334,Alameda,45.548631,-122.636481,Kargi Gogo,45.559113,-122.634038,Dumpling Restaurant
3335,Alameda,45.548631,-122.636481,Townshend's Tea House,45.559105,-122.642458,Café
3336,Alameda,45.548631,-122.636481,Barista,45.559187,-122.647269,Coffee Shop
3337,Alameda,45.548631,-122.636481,Ampersand Gallery & Fine Books,45.559002,-122.635513,Art Gallery
3338,Alameda,45.548631,-122.636481,Grant Park,45.539932,-122.629707,Park
3339,Alameda,45.548631,-122.636481,CORD,45.558973,-122.635539,Gift Shop
3340,Alameda,45.548631,-122.636481,Pets on Broadway,45.535045,-122.636965,Pet Store
3341,Alameda,45.548631,-122.636481,New Seasons Market,45.534812,-122.632493,Grocery Store
3342,Alameda,45.548631,-122.636481,Beast,45.562462,-122.634985,French Restaurant
3343,Alameda,45.548631,-122.636481,Cruzroom,45.55903,-122.641209,Cocktail Bar
3344,Alameda,45.548631,-122.636481,1856,45.555707,-122.650565,Food & Drink Shop
3345,Alameda,45.548631,-122.636481,Common Ground Wellness Center,45.559477,-122.630388,Spa
3346,Alameda,45.548631,-122.636481,Dar Salam,45.559186,-122.635327,Middle Eastern Restaurant
3347,Alameda,45.548631,-122.636481,Bamboo Sushi,45.559198,-122.651328,Sushi Restaurant
3348,Alameda,45.548631,-122.636481,Zama Massage,45.53511,-122.643812,Massage Studio
3349,Alameda,45.548631,-122.636481,Fifteenth Avenue Hophouse,45.540859,-122.650267,Bar
3350,Alameda,45.548631,-122.636481,Tin Shed,45.559051,-122.650969,Breakfast Spot
3351,Alameda,45.548631,-122.636481,Boxer Ramen,45.559042,-122.644148,Noodle House
3352,Alameda,45.548631,-122.636481,Mudra Massage,45.535207,-122.6384,Massage Studio
3353,Alameda,45.548631,-122.636481,Saint Simon Coffee Co.,45.535182,-122.64574,Coffee Shop
3354,Alameda,45.548631,-122.636481,Alberta Rose Theater,45.558939,-122.634677,Music Venue
3355,Alameda,45.548631,-122.636481,Spielman Coffee & Bagels,45.534958,-122.642785,Bagel Shop
3356,Alameda,45.548631,-122.636481,Things From Another World,45.535062,-122.635629,Comic Shop
3357,Alameda,45.548631,-122.636481,Pip's Original,45.548389,-122.613854,Donut Shop
3358,Alameda,45.548631,-122.636481,DOC,45.562964,-122.635143,New American Restaurant
3359,Alameda,45.548631,-122.636481,"batter, griddle & drinkery",45.54836,-122.617824,Breakfast Spot
3360,Alameda,45.548631,-122.636481,Irving Park,45.546703,-122.657907,Park
3361,Alameda,45.548631,-122.636481,Expatriate,45.562486,-122.634835,Cocktail Bar
3362,Alameda,45.548631,-122.636481,New Seasons Market,45.56144,-122.630363,Supermarket
3363,Alameda,45.548631,-122.636481,Collage,45.559156,-122.647979,Arts & Crafts Store
3364,Alameda,45.548631,-122.636481,Swiss Hibiscus,45.558866,-122.651567,Swiss Restaurant
3365,Alameda,45.548631,-122.636481,Vita Cafe,45.559032,-122.634384,Café
3366,Alameda,45.548631,-122.636481,Monograph Bookwerks,45.559191,-122.637988,Bookstore
3367,Alameda,45.548631,-122.636481,Hollywood Theatre,45.535728,-122.620888,Indie Movie Theater
3368,Alameda,45.548631,-122.636481,Hat Yai,45.562784,-122.648792,Thai Restaurant
3369,Alameda,45.548631,-122.636481,Dame Restaurant,45.562656,-122.635014,Eastern European Restaurant
3370,Alameda,45.548631,-122.636481,Case Study Alberta,45.559082,-122.651101,Coffee Shop
3371,Alameda,45.548631,-122.636481,Pizza Jerk,45.559349,-122.620347,Pizza Place
3372,Alameda,45.548631,-122.636481,Stella Taco,45.558986,-122.635001,Taco Place
3373,Alameda,45.548631,-122.636481,Moon & Sixpence,45.537355,-122.619823,Pub
3374,Alameda,45.548631,-122.636481,Red Sauce Pizza,45.558804,-122.620634,Pizza Place
3375,Alameda,45.548631,-122.636481,Alberta Cooperative Grocery,45.559038,-122.649467,Grocery Store
3376,Alameda,45.548631,-122.636481,Alberta Park,45.56459,-122.645193,Park
3377,Alameda,45.548631,-122.636481,McMenamins Kennedy School,45.564575,-122.630188,Hotel
3378,Alameda,45.548631,-122.636481,Grilled Cheese Grill,45.559192,-122.654819,Food Truck
3379,Alameda,45.548631,-122.636481,The Bye and Bye,45.559237,-122.655246,Bar
3380,Alameda,45.548631,-122.636481,Blossoming Lotus,45.535339,-122.650597,Vegetarian / Vegan Restaurant
3381,Alameda,45.548631,-122.636481,Helen Bernhard Bakery,45.535152,-122.648294,Bakery
3382,Alameda,45.548631,-122.636481,Podnah's Pit BBQ,45.562796,-122.648319,BBQ Joint
3383,Alameda,45.548631,-122.636481,Ciao Vito,45.559153,-122.642656,Italian Restaurant
3384,Alameda,45.548631,-122.636481,Twisted,45.53492,-122.642057,Arts & Crafts Store
3385,Alameda,45.548631,-122.636481,Eb and Bean,45.535121,-122.650859,Frozen Yogurt Shop
3386,Alameda,45.548631,-122.636481,The Wet Spot,45.536439,-122.618502,Pet Store
3387,Alameda,45.548631,-122.636481,Wilder Bar Cafe,45.562768,-122.635079,American Restaurant
3388,Alameda,45.548631,-122.636481,Verdigris,45.548344,-122.652411,French Restaurant
3389,Alameda,45.548631,-122.636481,Northwest Womens Fitness Club,45.53507,-122.637708,Gym
3390,Alameda,45.548631,-122.636481,Healthy Pets Northwest,45.559153,-122.644692,Pet Store
3391,Alameda,45.548631,-122.636481,Broadway Cigars,45.535277,-122.625881,Smoke Shop
3392,Alameda,45.548631,-122.636481,Extracto Coffee House & Roastery,45.562855,-122.635394,Coffee Shop
3393,Alameda,45.548631,-122.636481,Hollywood Beverage,45.530484,-122.633483,Liquor Store
3394,Alameda,45.548631,-122.636481,Hollywood Farmer's Market,45.536406,-122.6175,Farmers Market
3395,Alameda,45.548631,-122.636481,Swift Lounge,45.535008,-122.646006,Bar
3396,Alameda,45.548631,-122.636481,Binks,45.559075,-122.63756,Bar
3397,Alameda,45.548631,-122.636481,Milo's City Cafe,45.535176,-122.651805,American Restaurant
3398,Alameda,45.548631,-122.636481,Bunk Sandwiches,45.559126,-122.644368,Sandwich Place
3399,Alameda,45.548631,-122.636481,Seastar Bakery,45.562818,-122.648858,Bakery
3400,Alameda,45.548631,-122.636481,Cedo's Falafel,45.550878,-122.6618,Falafel Restaurant
3401,Alameda,45.548631,-122.636481,Bridges Cafe & Catering,45.542148,-122.661554,Café
3402,Alameda,45.548631,-122.636481,Yonder,45.55725,-122.620243,Fried Chicken Joint
3403,Alameda,45.548631,-122.636481,Pizzicato,45.54843,-122.620029,Pizza Place
3404,Alameda,45.548631,-122.636481,T.C. O'Leary's,45.558994,-122.635225,Irish Pub
3405,Alameda,45.548631,-122.636481,Noho's Hawaiian Cafe,45.548428,-122.61556,Hawaiian Restaurant
3406,Alameda,45.548631,-122.636481,Petisco,45.535115,-122.651112,Sandwich Place
3407,Alameda,45.548631,-122.636481,Koji Osakaya,45.534198,-122.650278,Japanese Restaurant
3408,Alameda,45.548631,-122.636481,Zilla Sake (Sushi & Sake),45.55899,-122.646648,Sake Bar
3409,Alameda,45.548631,-122.636481,La Bonita,45.559098,-122.636061,Mexican Restaurant
3410,Alameda,45.548631,-122.636481,Jim & Patty's Coffee,45.548337,-122.611652,Coffee Shop
3411,Alameda,45.548631,-122.636481,Handsome Pizza,45.562818,-122.648857,Pizza Place
3412,Alameda,45.548631,-122.636481,New Identity Day Spa,45.534919,-122.653986,Spa
