,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
937,Belleair,35.1410078,-89.9938664,Memphis Zoo Northwest Passage,35.15057698,-89.98955984,Zoo
938,Belleair,35.1410078,-89.9938664,Art Center,35.135898,-90.006787,Arts & Crafts Store
939,Belleair,35.1410078,-89.9938664,Starbucks,35.13550162,-89.99978009,Coffee Shop
940,Belleair,35.1410078,-89.9938664,Minglewood Hall,35.13798624,-90.00955996,Music Venue
941,Belleair,35.1410078,-89.9938664,Panera Bread,35.134281,-89.996351,Bakery
942,Belleair,35.1410078,-89.9938664,Memphis Zoo Penguin Rock,35.15104787,-89.99637126,Zoo Exhibit
943,Belleair,35.1410078,-89.9938664,Cafe Eclectic,35.15412915,-89.99742962,Café
944,Belleair,35.1410078,-89.9938664,Zaxby's Chicken Fingers & Buffalo Wings,35.134093,-89.986758,Fried Chicken Joint
945,Belleair,35.1410078,-89.9938664,I Love Juice Bar,35.13079756,-89.99061594,Juice Bar
946,Belleair,35.1410078,-89.9938664,The Blue Nile,35.1380496,-90.00158434,Ethiopian Restaurant
947,Belleair,35.1410078,-89.9938664,Paggio's Salon,35.14321974,-90.00427845,Cosmetics Shop
948,Belleair,35.1410078,-89.9938664,Holiday Deli & Ham Co.,35.1341099,-89.99208603,Sandwich Place
949,Belleair,35.1410078,-89.9938664,Central BBQ,35.12575257,-89.98701908,BBQ Joint
950,Belleair,35.1410078,-89.9938664,Railgarten,35.12622596,-89.9900586,Bar
951,Belleair,35.1410078,-89.9938664,Lenny's Sub Shop,35.13625492,-89.99003219,Sandwich Place
952,Belleair,35.1410078,-89.9938664,Hopdoddy Burger Bar,35.13627306,-89.98981795,Bar
953,Belleair,35.1410078,-89.9938664,Canvas of Memphis,35.13800258,-90.0031705,Lounge
954,Belleair,35.1410078,-89.9938664,Bounty on Broad,35.14784871,-89.97538333,Restaurant
955,Belleair,35.1410078,-89.9938664,Aldo's Pizza Pies,35.1253158,-89.99057438,Restaurant
956,Belleair,35.1410078,-89.9938664,Barksdale Restaurant,35.13216569,-89.9906201,Café
957,Belleair,35.1410078,-89.9938664,Baskin-Robbins,35.13657028,-90.00560667,Ice Cream Shop
958,Belleair,35.1410078,-89.9938664,Pumping Station,35.14385618,-90.01430809,Gay Bar
959,Belleair,35.1410078,-89.9938664,Bari Ristorante,35.13594379,-89.99012526,Italian Restaurant
960,Belleair,35.1410078,-89.9938664,Outdoors Inc,35.13581574,-90.00435114,Sporting Goods Shop
961,Belleair,35.1410078,-89.9938664,Dru's Place,35.13857954,-90.01205267,Karaoke Bar
962,Belleair,35.1410078,-89.9938664,Ecco on Overton Park,35.14871518,-90.00703438,Bar
963,Belleair,35.1410078,-89.9938664,Memphis Made Brewing,35.12498919,-89.9902153,Brewery
964,Belleair,35.1410078,-89.9938664,Circle K,35.137761,-90.000109,Automotive Shop
965,Belleair,35.1410078,-89.9938664,Five in One Social Club,35.14784055,-89.97489248,Clothing Store
966,Belleair,35.1410078,-89.9938664,The Bubble Bistro,35.15030687,-90.01332115,Cosmetics Shop
967,Belleair,35.1410078,-89.9938664,Flashback,35.12606263,-89.98508948,Antique Shop
968,Belleair,35.1410078,-89.9938664,Little Italy Pizza,35.1362512,-90.01178432,Pizza Place
969,Belleair,35.1410078,-89.9938664,Dino's Grill,35.15518902,-89.99724226,Italian Restaurant
970,Belleair,35.1410078,-89.9938664,Overton Bicycle Arch,35.14863821,-89.9818863,Outdoor Sculpture
971,Belleair,35.1410078,-89.9938664,Café Society,35.14379876,-90.00311522,American Restaurant
972,Belleair,35.1410078,-89.9938664,Soul Fish,35.1222,-89.99058,Seafood Restaurant
973,Belleair,35.1410078,-89.9938664,The Evergreen Theatre,35.14276858,-90.00381916,Performing Arts Venue
974,Belleair,35.1410078,-89.9938664,Memphis Zoo Once Upon A Farm,35.15158077,-89.99719565,Zoo Exhibit
975,Belleair,35.1410078,-89.9938664,French Truck Coffee,35.15176001,-90.01383147,Coffee Shop
976,Belleair,35.1410078,-89.9938664,Cafe 1912,35.13189046,-89.99062193,Café
977,Belleair,35.1410078,-89.9938664,The Cupboard,35.13676747,-90.01534922,Southern / Soul Food Restaurant
978,Belleair,35.1410078,-89.9938664,Firehouse Subs,35.135803,-90.009308,Sandwich Place
979,Belleair,35.1410078,-89.9938664,Crosstown Concourse,35.151839,-90.013432,Building
980,Belleair,35.1410078,-89.9938664,Fuel Cafe,35.13795175,-90.00259775,American Restaurant
981,Belleair,35.1410078,-89.9938664,Urban Outfitters,35.12572,-89.98948,Clothing Store
982,Belleair,35.1410078,-89.9938664,Broad Avenue Arts District,35.14789068,-89.97397495,Art Gallery
983,Belleair,35.1410078,-89.9938664,Crosstown Arts,35.151981,-90.013372,Indie Theater
984,Belleair,35.1410078,-89.9938664,Cooper-Young Historic District,35.12029975,-89.99119032,Neighborhood
985,Belleair,35.1410078,-89.9938664,Cash Saver,35.13826224,-90.00727631,Food & Drink Shop
986,Belleair,35.1410078,-89.9938664,Memphis Drum Shop,35.12183759,-89.99082015,Music Store
987,Central Gardens,35.13400755,-90.06292609,Butler Park,35.13478344,-90.06312298,Park
988,Central Gardens,35.13400755,-90.06292609,The Corkscrew,35.13355607,-90.06112664,Wine Shop
989,Central Gardens,35.13400755,-90.06292609,Memphis Farmers Market,35.13219355,-90.06018877,Farmers Market
990,Central Gardens,35.13400755,-90.06292609,Tom Lee Park,35.1366358,-90.06289624,Park
991,Central Gardens,35.13400755,-90.06292609,Blue Monkey,35.13330138,-90.06104966,Bar
992,Central Gardens,35.13400755,-90.06292609,National Civil Rights Museum,35.1345461,-90.05755281,Museum
993,Central Gardens,35.13400755,-90.06292609,Rizzo's Diner,35.13403227,-90.05874697,Diner
994,Central Gardens,35.13400755,-90.06292609,Lorraine Motel,35.13412958,-90.05793223,History Museum
995,Central Gardens,35.13400755,-90.06292609,Earnestine and Hazel's,35.13293209,-90.05907238,Dive Bar
996,Central Gardens,35.13400755,-90.06292609,Central BBQ,35.13383434,-90.0571847,BBQ Joint
997,Central Gardens,35.13400755,-90.06292609,Gus’s World Famous Hot & Spicy Fried Chicken,35.13830026,-90.05797581,Fried Chicken Joint
998,Central Gardens,35.13400755,-90.06292609,Loflin Yard,35.12812803,-90.06212377,New American Restaurant
999,Central Gardens,35.13400755,-90.06292609,Onix,35.13529086,-90.05831292,Lounge
1000,Central Gardens,35.13400755,-90.06292609,Max's Sports Bar,35.13270118,-90.05841014,Sports Bar
1001,Central Gardens,35.13400755,-90.06292609,South Main Arts District,35.13558544,-90.0568326,General Entertainment
1002,Central Gardens,35.13400755,-90.06292609,Stock & Belle,35.13590108,-90.05811019,Boutique
1003,Central Gardens,35.13400755,-90.06292609,Cheesecake Corner,35.13272856,-90.0585453,Dessert Shop
1004,Central Gardens,35.13400755,-90.06292609,Arcade Restaurant,35.13274822,-90.05886342,Breakfast Spot
1005,Central Gardens,35.13400755,-90.06292609,Cafe Pontotoc,35.13768395,-90.0565622,Tapas Restaurant
1006,Central Gardens,35.13400755,-90.06292609,Catherine and Mary's,35.13877527,-90.05566652,Italian Restaurant
1007,Central Gardens,35.13400755,-90.06292609,Orpheum Theater,35.14030061,-90.05542945,Theater
1008,Central Gardens,35.13400755,-90.06292609,The Green Beetle,35.13734848,-90.05697979,Bar
1009,Central Gardens,35.13400755,-90.06292609,The Gray Canary,35.13870035,-90.05802928,Restaurant
1010,Central Gardens,35.13400755,-90.06292609,Fuel Cafe Food Truck,35.13167354,-90.06049726,Food Truck
1011,Central Gardens,35.13400755,-90.06292609,South of Beale,35.13663142,-90.05761317,Bar
1012,Central Gardens,35.13400755,-90.06292609,Bluff City Coffee,35.13363819,-90.05905268,Coffee Shop
1013,Central Gardens,35.13400755,-90.06292609,Martyrs Park,35.12839696,-90.07022182,Park
1014,Central Gardens,35.13400755,-90.06292609,The Majestic Grille,35.14117309,-90.05448901,American Restaurant
1015,Central Gardens,35.13400755,-90.06292609,Blues City Cafe,35.14016911,-90.05346826,Bar
1016,Central Gardens,35.13400755,-90.06292609,The Vault,35.13295913,-90.05800477,Bar
1017,Central Gardens,35.13400755,-90.06292609,Pearl's Oyster House,35.13804748,-90.0565509,Seafood Restaurant
1018,Central Gardens,35.13400755,-90.06292609,FedExForum,35.13848893,-90.05113993,Basketball Stadium
1019,Central Gardens,35.13400755,-90.06292609,Mr. Handy's Blues Hall,35.13964953,-90.05228564,Music Venue
1020,Central Gardens,35.13400755,-90.06292609,B.B. King's Blues Club,35.13993443,-90.05343427,Jazz Club
1021,Central Gardens,35.13400755,-90.06292609,Tamp & Tap,35.14152488,-90.05317237,Café
1022,Central Gardens,35.13400755,-90.06292609,Havana Mix,35.14031171,-90.05107794,Smoke Shop
1023,Central Gardens,35.13400755,-90.06292609,Flying Fish,35.14206387,-90.05273474,Seafood Restaurant
1024,Central Gardens,35.13400755,-90.06292609,World Famous Beale Street,35.13980491,-90.052713,Historic Site
1025,Central Gardens,35.13400755,-90.06292609,Aldo's Pizza Pies,35.1423118,-90.05388144,Pizza Place
1026,Central Gardens,35.13400755,-90.06292609,Big River Crossing / Harahan Bridge,35.12873816,-90.07505677,Bridge
1027,Central Gardens,35.13400755,-90.06292609,Hampton Inn & Suites Memphis - Beale Street,35.14023033,-90.0521098,Hotel
1028,Central Gardens,35.13400755,-90.06292609,Rumba Room,35.13787018,-90.05666205,Bar
1029,Central Gardens,35.13400755,-90.06292609,Statue of Elvis,35.13997944,-90.05427427,Sculpture Garden
1030,Central Gardens,35.13400755,-90.06292609,Itta Bena,35.13977211,-90.05347057,American Restaurant
1031,Central Gardens,35.13400755,-90.06292609,The Peabody Hotel,35.14247474,-90.0520102,Hotel
1032,Central Gardens,35.13400755,-90.06292609,Maciel's Tortas & Tacos,35.14400029,-90.05303825,Mexican Restaurant
1033,Central Gardens,35.13400755,-90.06292609,Texas De Brazil,35.14176688,-90.05286627,Brazilian Restaurant
1034,Central Gardens,35.13400755,-90.06292609,Lunchbox Eats,35.13650046,-90.04965054,American Restaurant
1035,Central Gardens,35.13400755,-90.06292609,Beale Street Landing,35.14054037,-90.05929291,Park
1036,Central Gardens,35.13400755,-90.06292609,Handy Park,35.13973697,-90.05134047,Park
1037,Central Gardens,35.13400755,-90.06292609,Silly Goose,35.14105267,-90.05398542,Lounge
1038,Central Gardens,35.13400755,-90.06292609,Bluefin,35.14152235,-90.05421359,Sushi Restaurant
1039,Central Gardens,35.13400755,-90.06292609,Bardog Tavern,35.14441158,-90.05392078,Bar
1040,Central Gardens,35.13400755,-90.06292609,Dyer's Burgers,35.13945905,-90.0514648,Burger Joint
1041,Central Gardens,35.13400755,-90.06292609,Flying Saucer,35.14094328,-90.05328208,Beer Garden
1042,Central Gardens,35.13400755,-90.06292609,Wet Willie's,35.13950991,-90.05121055,Cocktail Bar
1043,Central Gardens,35.13400755,-90.06292609,Halloran Center for Arts Education,35.13966646,-90.05536421,Theater
1044,Central Gardens,35.13400755,-90.06292609,Rum Boogie Café,35.13961786,-90.05214094,Bar
1045,Central Gardens,35.13400755,-90.06292609,AutoZone Park,35.14274839,-90.04988372,Baseball Stadium
1046,Central Gardens,35.13400755,-90.06292609,Flight Restaurant and Wine Bar,35.14426004,-90.05329682,Tapas Restaurant
1047,Central Gardens,35.13400755,-90.06292609,The Westin Memphis Beale Street,35.13900434,-90.05274832,Hotel
1048,Central Gardens,35.13400755,-90.06292609,Blind Bear,35.14187305,-90.05431985,Speakeasy
1049,Central Gardens,35.13400755,-90.06292609,Rock'n'Soul Museum,35.13899723,-90.05214069,History Museum
1050,Central Gardens,35.13400755,-90.06292609,South Main Trolley Tour,35.13311234,-90.0588737,Arts & Entertainment
1051,Central Gardens,35.13400755,-90.06292609,McEwen's,35.14403048,-90.05262051,American Restaurant
1052,Central Gardens,35.13400755,-90.06292609,Memphis Sunset Symphony,35.13629122,-90.06332041,Music Venue
1053,Central Gardens,35.13400755,-90.06292609,Kooky Canuck,35.14261,-90.05245,Burger Joint
1054,Central Gardens,35.13400755,-90.06292609,Downtown Candle Co.,35.13276288,-90.05871136,Gift Shop
1055,Central Gardens,35.13400755,-90.06292609,Huey's Restaurant,35.14293229,-90.05253944,Burger Joint
1056,Central Gardens,35.13400755,-90.06292609,The Peabody Rooftop,35.14260505,-90.0519591,Roof Deck
1057,Central Gardens,35.13400755,-90.06292609,Envision Memphis,35.14381528,-90.05149899,Gym / Fitness Center
1058,Central Gardens,35.13400755,-90.06292609,Madison Hotel,35.145152,-90.05337,Hotel
1059,Central Gardens,35.13400755,-90.06292609,Court Square,35.1460403,-90.05190594,Park
1060,Central Gardens,35.13400755,-90.06292609,Jerry Lee Lewis Cafe & Honky Tonk,35.13948239,-90.05073269,Southern / Soul Food Restaurant
1061,Central Gardens,35.13400755,-90.06292609,Rachel's Salon & Day Spa,35.14570939,-90.05259684,Salon / Barbershop
1062,Central Gardens,35.13400755,-90.06292609,The Brass Door,35.1446676,-90.05098472,Pub
1063,Central Gardens,35.13400755,-90.06292609,Charles Vergos' Rendezvous,35.143353,-90.051768,BBQ Joint
1064,Central Gardens,35.13400755,-90.06292609,Ghost River Brewing Co.,35.12495308,-90.05936294,Brewery
1065,Central Gardens,35.13400755,-90.06292609,Peabody Corner Bar,35.14281554,-90.05220422,Bar
1066,Central Gardens,35.13400755,-90.06292609,The Little Tea Shop,35.14444313,-90.05405133,Southern / Soul Food Restaurant
1067,Central Gardens,35.13400755,-90.06292609,Silky O'Sullivan's,35.13945831,-90.05211498,Bar
1068,Central Gardens,35.13400755,-90.06292609,City Market Groceries & Deli,35.14321783,-90.05332443,Grocery Store
1069,Central Gardens,35.13400755,-90.06292609,Spindini,35.13616651,-90.05815357,Italian Restaurant
1070,Central Gardens,35.13400755,-90.06292609,Mud Island Amphitheatre,35.14785361,-90.05882948,Concert Hall
1071,Central Gardens,35.13400755,-90.06292609,Tin Roof Memphis,35.13944749,-90.0510039,Bar
1072,Central Gardens,35.13400755,-90.06292609,Local Gastropub,35.14265242,-90.05383759,Gastropub
1073,Central Gardens,35.13400755,-90.06292609,New Daisy Theatre,35.13979348,-90.05006786,Rock Club
1074,Central Gardens,35.13400755,-90.06292609,Center for Southern Folklore,35.14174832,-90.0542205,Music Venue
1075,Central Gardens,35.13400755,-90.06292609,Bleu Restaurant and Lounge,35.13897464,-90.05238104,American Restaurant
1076,Central Gardens,35.13400755,-90.06292609,Hard Rock Cafe Memphis,35.14016021,-90.05369867,Theme Restaurant
1077,Central Gardens,35.13400755,-90.06292609,A. Schwab's Dry Goods Store,35.13972706,-90.05263613,Miscellaneous Shop
1078,Central Gardens,35.13400755,-90.06292609,South Main Sushi & Grill,35.13319829,-90.05880333,Japanese Restaurant
1079,Central Gardens,35.13400755,-90.06292609,Chez Philippe,35.14248005,-90.05142043,French Restaurant
1080,Central Gardens,35.13400755,-90.06292609,Qahwa,35.1483731,-90.05168135,Coffee Shop
1081,Central Gardens,35.13400755,-90.06292609,Memphis Music,35.13983684,-90.05307333,Record Shop
1082,Central Gardens,35.13400755,-90.06292609,Peabody Lobby Bar,35.14258996,-90.05190454,Cocktail Bar
1083,Central Gardens,35.13400755,-90.06292609,Havana's Pilón,35.14476392,-90.05126576,Cuban Restaurant
1084,Central Gardens,35.13400755,-90.06292609,Belle Tavern,35.14244963,-90.05319349,Bar
1085,Central Gardens,35.13400755,-90.06292609,"Wayne's Candy Co., Inc.",35.12830297,-90.05671761,Candy Store
1086,Central Gardens,35.13400755,-90.06292609,Riverside Drive,35.13964604,-90.05839029,Park
1087,Chickasaw Gardens,35.1287011,-89.962867,Pink Palace Museum and Planetarium,35.12540564,-89.95939921,Science Museum
1088,Chickasaw Gardens,35.1287011,-89.962867,La Baguette French Bread & Pastry Shop,35.13225165,-89.95890685,Bakery
1089,Chickasaw Gardens,35.1287011,-89.962867,Memphis Donuts,35.13120317,-89.95780942,Donut Shop
1090,Chickasaw Gardens,35.1287011,-89.962867,Pier 1 Imports,35.1332813,-89.958399,Furniture / Home Store
1091,Chickasaw Gardens,35.1287011,-89.962867,Create A Cig Memphis,35.1307663,-89.95590115,Smoke Shop
1092,Chickasaw Gardens,35.1287011,-89.962867,CrossFit Chickasaw,35.13199851,-89.95883051,Gym
1093,Chickasaw Gardens,35.1287011,-89.962867,Megan's Nail Salon,35.130683,-89.956348,Cosmetics Shop
1094,Chickasaw Gardens,35.1287011,-89.962867,Seize The Clay,35.13216598,-89.95911248,General Entertainment
1095,Chickasaw Gardens,35.1287011,-89.962867,Bernoulli Brew Werks,35.13364195,-89.96577974,Hobby Shop
1096,Chickasaw Gardens,35.1287011,-89.962867,Children's Museum of Memphis,35.12493367,-89.97681056,Museum
1097,Chickasaw Gardens,35.1287011,-89.962867,Buster's Liquors & Wines,35.12692011,-89.94545839,Liquor Store
1098,Chickasaw Gardens,35.1287011,-89.962867,Gould's Salon Spa - Poplar Plaza,35.129041,-89.948486,Salon / Barbershop
1099,Chickasaw Gardens,35.1287011,-89.962867,Another Broken Egg Cafe,35.130001,-89.946108,Café
1100,Chickasaw Gardens,35.1287011,-89.962867,East Buntyn Historic District,35.11798281,-89.95112154,Neighborhood
1101,Chickasaw Gardens,35.1287011,-89.962867,CHAR Restaurant,35.11955167,-89.94589105,Restaurant
1102,Chickasaw Gardens,35.1287011,-89.962867,Pho Saigon,35.13381507,-89.96366194,Noodle House
1103,Chickasaw Gardens,35.1287011,-89.962867,The Beer Garden,35.12942732,-89.95009215,Deli / Bodega
1104,Chickasaw Gardens,35.1287011,-89.962867,Starbucks,35.13050187,-89.94804885,Coffee Shop
1105,Chickasaw Gardens,35.1287011,-89.962867,Sushi Jimmi Restaurant,35.13372555,-89.96519445,Asian Restaurant
1106,Chickasaw Gardens,35.1287011,-89.962867,K&G,35.13030806,-89.94671801,Men's Store
1107,Chickasaw Gardens,35.1287011,-89.962867,Nina Nails,35.1274183,-89.94697574,Cosmetics Shop
1108,Chickasaw Gardens,35.1287011,-89.962867,Wiseacre Brewing Co.,35.1467218,-89.96883414,Brewery
1109,Chickasaw Gardens,35.1287011,-89.962867,Spin Street,35.12827243,-89.94575677,Record Shop
1110,Chickasaw Gardens,35.1287011,-89.962867,KROC Center,35.12367515,-89.98292103,Athletics & Sports
1111,Chickasaw Gardens,35.1287011,-89.962867,The Rec Room,35.14755608,-89.96095223,Gaming Cafe
1112,Chickasaw Gardens,35.1287011,-89.962867,Garibaldi's Pizza,35.11700505,-89.9447347,Pizza Place
1113,Chickasaw Gardens,35.1287011,-89.962867,Central BBQ,35.12575257,-89.98701908,BBQ Joint
1114,Chickasaw Gardens,35.1287011,-89.962867,Jason's Deli,35.12687721,-89.94646207,Deli / Bodega
1115,Chickasaw Gardens,35.1287011,-89.962867,Brother Juniper's College Inn,35.11631729,-89.94505812,Breakfast Spot
1116,Chickasaw Gardens,35.1287011,-89.962867,El Porton,35.13002258,-89.94595512,Mexican Restaurant
1117,Chickasaw Gardens,35.1287011,-89.962867,Amro Music Stores Inc,35.13414,-89.96433,Music Store
1118,Chickasaw Gardens,35.1287011,-89.962867,Piccadilly Cafeteria,35.12787052,-89.94768478,American Restaurant
1119,Chickasaw Gardens,35.1287011,-89.962867,Shelby Farms Greenline @ Tillman St (West Terminus),35.13773152,-89.96153609,Park
1120,Chickasaw Gardens,35.1287011,-89.962867,Flashback,35.12606263,-89.98508948,Antique Shop
1121,Chickasaw Gardens,35.1287011,-89.962867,Dollar Tree,35.13084383,-89.94648206,Discount Store
1122,Chickasaw Gardens,35.1287011,-89.962867,Lost Pizza Co. Memphis TN,35.13358738,-89.96625852,Pizza Place
1123,Chickasaw Gardens,35.1287011,-89.962867,Tiger Bookstore,35.116139,-89.94468,College Bookstore
1124,Chickasaw Gardens,35.1287011,-89.962867,Tiger Lane,35.12050531,-89.98190045,Football Stadium
1125,Chickasaw Gardens,35.1287011,-89.962867,Bounty on Broad,35.14784871,-89.97538333,Restaurant
1126,Chickasaw Gardens,35.1287011,-89.962867,City & State,35.14748263,-89.97182917,Coffee Shop
1127,Chickasaw Gardens,35.1287011,-89.962867,Five in One Social Club,35.14784055,-89.97489248,Clothing Store
1128,Chickasaw Gardens,35.1287011,-89.962867,El Toro Loco,35.13693322,-89.9737528,Mexican Restaurant
1129,Chickasaw Gardens,35.1287011,-89.962867,Railgarten,35.12622596,-89.9900586,Bar
1130,Chickasaw Gardens,35.1287011,-89.962867,Insomnia Cookies,35.11672643,-89.94581262,Bakery
1131,Chickasaw Gardens,35.1287011,-89.962867,Outback Steakhouse,35.13364891,-89.98685931,Steakhouse
1132,Chickasaw Gardens,35.1287011,-89.962867,Broad Avenue Arts District,35.14789068,-89.97397495,Art Gallery
1133,Chickasaw Gardens,35.1287011,-89.962867,The Bluff,35.11702249,-89.94597466,Bar
1134,Chickasaw Gardens,35.1287011,-89.962867,Casual Pint,35.12040818,-89.94575312,Beer Bar
1135,Chickasaw Gardens,35.1287011,-89.962867,Moe's Southwest Grill,35.11665952,-89.94456791,Mexican Restaurant
1136,Chickasaw Gardens,35.1287011,-89.962867,Café Eclectic (University District),35.11756442,-89.94564043,Café
1137,Chickasaw Gardens,35.1287011,-89.962867,The Liquor Store,35.14738708,-89.9708873,Breakfast Spot
1138,Chickasaw Gardens,35.1287011,-89.962867,Kroger,35.1307343,-89.9477402,Supermarket
1139,Chickasaw Gardens,35.1287011,-89.962867,Midtown Yoga,35.13170234,-89.99008709,Yoga Studio
1140,Chickasaw Gardens,35.1287011,-89.962867,R. P. Tracks,35.1162572,-89.94414041,Bar
1141,Chickasaw Gardens,35.1287011,-89.962867,Cook Out,35.11083556,-89.94624173,Burger Joint
1142,Chickasaw Gardens,35.1287011,-89.962867,Found Gallery,35.148009,-89.976342,Art Gallery
1143,Chickasaw Gardens,35.1287011,-89.962867,Midtown Wine & Spirits,35.13791514,-89.97634329,Wine Shop
1144,Chickasaw Gardens,35.1287011,-89.962867,901 Grille and Market,35.12607541,-89.98428674,Convenience Store
1145,Chickasaw Gardens,35.1287011,-89.962867,Perkins Restaurant,35.12772397,-89.94669512,American Restaurant
1146,Chickasaw Gardens,35.1287011,-89.962867,Urban Outfitters,35.12572,-89.98948,Clothing Store
1147,Chickasaw Gardens,35.1287011,-89.962867,Zaxby's Chicken Fingers & Buffalo Wings,35.134093,-89.986758,Fried Chicken Joint
1148,Chickasaw Gardens,35.1287011,-89.962867,Lit Jr,35.14924993,-89.96266643,Grocery Store
1149,Chickasaw Gardens,35.1287011,-89.962867,Maximo's on Broad,35.14751376,-89.9721308,New American Restaurant
1150,Chickasaw Gardens,35.1287011,-89.962867,Subway,35.12665017,-89.94537197,Sandwich Place
1151,Chickasaw Gardens,35.1287011,-89.962867,Shelby Farms Greenline,35.14020627,-89.94438234,Trail
1152,Chickasaw Gardens,35.1287011,-89.962867,Caritas Village,35.14510956,-89.97616265,Café
1153,Chickasaw Gardens,35.1287011,-89.962867,A-Tan - Chinese/Japanese Hibachi Restaurant,35.12687435,-89.94695263,Asian Restaurant
1154,Chickasaw Gardens,35.1287011,-89.962867,Enterprise Rent-A-Car,35.13383872,-89.96349245,Rental Car Location
1155,Chickasaw Gardens,35.1287011,-89.962867,Bella Caffe At The Pink Palace,35.12536116,-89.95944406,Café
1156,Chickasaw Gardens,35.1287011,-89.962867,Newby's,35.11683439,-89.94587505,Bar
1157,Chickasaw Gardens,35.1287011,-89.962867,French Riviera Spa,35.1286072,-89.9464001,Gym
1158,Chickasaw Gardens,35.1287011,-89.962867,McAlister's Deli,35.12973278,-89.94658656,Deli / Bodega
1159,Chickasaw Gardens,35.1287011,-89.962867,Broadway Pizza,35.14765425,-89.97329704,Pizza Place
1160,Chickasaw Gardens,35.1287011,-89.962867,Smoothie King,35.119926,-89.946,Smoothie Shop
1161,Chickasaw Gardens,35.1287011,-89.962867,The Cove,35.14771091,-89.97407113,Bar
1162,Chickasaw Gardens,35.1287011,-89.962867,Baskin-Robbins,35.12931358,-89.94557985,Ice Cream Shop
1163,Chickasaw Gardens,35.1287011,-89.962867,Ubee's,35.11742681,-89.946238,Bar
1164,Chickasaw Gardens,35.1287011,-89.962867,Cafe Palladio,35.1258531,-89.98936533,Café
1165,Chickasaw Gardens,35.1287011,-89.962867,Raffe's Deli,35.12942955,-89.95002724,Restaurant
1166,Chickasaw Gardens,35.1287011,-89.962867,Memphis Country Club,35.11575561,-89.96082967,Golf Course
1167,Chickasaw Gardens,35.1287011,-89.962867,Laser Quest,35.12947996,-89.94773218,General Entertainment
1168,Chickasaw Gardens,35.1287011,-89.962867,Chickasaw Country Club,35.14696434,-89.94912909,Golf Course
1169,Chickasaw Gardens,35.1287011,-89.962867,Walgreens,35.1282233,-89.9492421,Pharmacy
1170,Chickasaw Gardens,35.1287011,-89.962867,Petco,35.12824169,-89.94627127,Pet Store
1171,Chickasaw Gardens,35.1287011,-89.962867,GNC,35.12898204,-89.94704811,Supplement Shop
1172,Chickasaw Gardens,35.1287011,-89.962867,Sonic Drive-In,35.1393132,-89.9785094,Fast Food Restaurant
1173,Chickasaw Gardens,35.1287011,-89.962867,Dollar General,35.12594855,-89.98004347,Discount Store
1174,Chickasaw Gardens,35.1287011,-89.962867,Dollar Tree,35.11835,-89.9850386,Discount Store
1175,Chickasaw Gardens,35.1287011,-89.962867,Super Submarine Sandwich Shop,35.11481509,-89.94556897,Sandwich Place
1176,Chickasaw Gardens,35.1287011,-89.962867,Dollar Tree,35.14574077,-89.96128154,Discount Store
1177,Chickasaw Gardens,35.1287011,-89.962867,BurgerIM - Memphis,35.116024,-89.945879,Burger Joint
1178,Chickasaw Gardens,35.1287011,-89.962867,TCBY,35.12748627,-89.94711516,Frozen Yogurt Shop
1179,Chickasaw Gardens,35.1287011,-89.962867,Lenny's Sub Shop,35.11737864,-89.94578792,Deli / Bodega
1180,Chickasaw Gardens,35.1287011,-89.962867,FedEx Office Print & Ship Center,35.129154,-89.95255,Shipping Store
1181,Chickasaw Gardens,35.1287011,-89.962867,Holiday Inn Memphis-Univ Of Memphis,35.123824,-89.938411,Hotel
1182,Chickasaw Gardens,35.1287011,-89.962867,Lenny's Sub Shop,35.13397508,-89.96564156,Deli / Bodega
1183,Chickasaw Gardens,35.1287011,-89.962867,Family Dollar,35.10772799,-89.96321084,Discount Store
1184,Chickasaw Gardens,35.1287011,-89.962867,Subway,35.11835864,-89.94551322,Sandwich Place
1185,Chickasaw Gardens,35.1287011,-89.962867,Subway,35.12626405,-89.98447895,Sandwich Place
1186,Chickasaw Gardens,35.1287011,-89.962867,CK's coffee shop,35.11752361,-89.94573003,Coffee Shop
1187,Crosstown,35.1524371,-90.012226,French Truck Coffee,35.15176001,-90.01383147,Coffee Shop
1188,Crosstown,35.1524371,-90.012226,The Bubble Bistro,35.15030687,-90.01332115,Cosmetics Shop
1189,Crosstown,35.1524371,-90.012226,Crosstown Concourse,35.151839,-90.013432,Building
1190,Crosstown,35.1524371,-90.012226,Crosstown Arts,35.151981,-90.013372,Indie Theater
1191,Crosstown,35.1524371,-90.012226,Mardi Gras Memphis,35.15205659,-90.01264629,Cajun / Creole Restaurant
1192,Crosstown,35.1524371,-90.012226,Farm Burger,35.15233283,-90.01335342,Burger Joint
1193,Crosstown,35.1524371,-90.012226,Crosstown Brewing,35.15205992,-90.01710981,Brewery
1194,Crosstown,35.1524371,-90.012226,Midtown Crossing Grill,35.14938254,-90.01308219,Pizza Place
1195,Crosstown,35.1524371,-90.012226,Alex's Tavern,35.158149,-90.01010404,Burger Joint
1196,Crosstown,35.1524371,-90.012226,Pumping Station,35.14385618,-90.01430809,Gay Bar
1197,Crosstown,35.1524371,-90.012226,Ecco on Overton Park,35.14871518,-90.00703438,Bar
1198,Crosstown,35.1524371,-90.012226,Phuong Long,35.14733018,-90.01444949,Vietnamese Restaurant
