Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,
2238,Berryhill,35.203377,-89.754526,SpringHill Suites - Memphis East/Galleria,35.202433,-89.780265,Hotel
2239,Berryhill,35.203377,-89.754526,Wayne's Wine and Liquor,35.203636,-89.779326,Liquor Store
2240,Berryhill,35.203377,-89.754526,Best Western Galleria Inn & Suites,35.20374,-89.775125,Hotel
2241,Berryhill,35.203377,-89.754526,Fairfield Inn & Suites Memphis East/Galleria,35.203205,-89.780039,Hotel
2242,Berryhill,35.203377,-89.754526,Steak 'n Shake,35.203821,-89.780114,American Restaurant
2243,Berryhill,35.203377,-89.754526,At&t Wireless Store,35.203058,-89.761669,Electronics Store
2244,Berryhill,35.203377,-89.754526,McDonald's,35.207411,-89.730702,Fast Food Restaurant
2245,Berryhill,35.203377,-89.754526,Wendy's,35.205171,-89.730024,Fast Food Restaurant
2246,Berryhill,35.203377,-89.754526,Firestone Complete Auto Care,35.20392,-89.777339,Automotive Shop
2247,Berryhill,35.203377,-89.754526,Krystal,35.206371,-89.729754,Fast Food Restaurant
2248,Berryhill,35.203377,-89.754526,El Nopal,35.202388,-89.732936,Mexican Restaurant
2249,Berryhill,35.203377,-89.754526,Shell,35.203886,-89.778316,Gas Station
2250,Berryhill,35.203377,-89.754526,Burger King,35.203717,-89.778329,Fast Food Restaurant
2251,Berryhill,35.203377,-89.754526,Walgreens,35.206421,-89.73202,Pharmacy
2252,Berryhill,35.203377,-89.754526,McDonald's,35.206075,-89.731289,Fast Food Restaurant
2253,Berryhill,35.203377,-89.754526,Waffle House,35.20559,-89.736781,Breakfast Spot
2254,Berryhill,35.203377,-89.754526,CertaPro Painters of East Memphis,35.218731,-89.763039,Construction & Landscaping
2255,Berryhill,35.203377,-89.754526,Smart Bean Cafe,35.20391,-89.775546,Coffee Shop
2256,Berryhill,35.203377,-89.754526,Elena’s Taco Shop,35.203538,-89.775832,Mexican Restaurant
2257,Berryhill,35.203377,-89.754526,Davies Manor Plantation,35.220343,-89.749673,History Museum
2258,Berryhill,35.203377,-89.754526,Burger King,35.205008,-89.727415,Fast Food Restaurant
2259,Berryhill,35.203377,-89.754526,Davies Plantation Park,35.222746,-89.761514,Playground
2260,Berryhill,35.203377,-89.754526,SpringHill Suites Memphis East Breakfast Room,35.202237,-89.780116,Breakfast Spot
2261,Berryhill,35.203377,-89.754526,Verizon Authorized Retailer – Cellular Sales,35.203746,-89.781762,Mobile Phone Shop
2262,Berryhill,35.203377,-89.754526,East Memphis Campground,35.215884,-89.731932,Campground
2263,Cherry,35.093158,-89.91506,The Dixon Gallery and Gardens,35.106649,-89.917504,Art Gallery
2264,Cherry,35.093158,-89.91506,Memphis Botanic Garden,35.110833,-89.91749,Garden
2265,Cherry,35.093158,-89.91506,Ching's Wings,35.097237,-89.930592,Wings Joint
2266,Cherry,35.093158,-89.91506,Model Nail Spa,35.0974,-89.930729,Shop & Service
2267,Cherry,35.093158,-89.91506,Las Delicias,35.107653,-89.92907,Mexican Restaurant
2268,Cherry,35.093158,-89.91506,Theatre Memphis,35.114165,-89.908435,Theater
2269,Cherry,35.093158,-89.91506,Crowne Plaza Memphis East,35.076784,-89.903338,Hotel
2270,Cherry,35.093158,-89.91506,Live at the Garden,35.111308,-89.914717,Music Venue
2271,Cherry,35.093158,-89.91506,Memphis Pizza Café,35.106279,-89.893152,Pizza Place
2272,Cherry,35.093158,-89.91506,Sea Isle Park,35.098209,-89.88922,Park
2273,Cherry,35.093158,-89.91506,Acre Restaurant,35.112292,-89.907307,American Restaurant
2274,Cherry,35.093158,-89.91506,Cooper's Neighborhood Supermarket,35.09158,-89.909432,Grocery Store
2275,Cherry,35.093158,-89.91506,Three Little Pigs,35.088884,-89.890555,BBQ Joint
2276,Cherry,35.093158,-89.91506,Williams Sonoma Outlet,35.112817,-89.904882,Kitchen Supply Store
2277,Cherry,35.093158,-89.91506,Top's Bar-B-Q,35.099489,-89.930185,BBQ Joint
2278,Cherry,35.093158,-89.91506,Marquette Park,35.10562,-89.897184,Park
2279,Cherry,35.093158,-89.91506,Audobon Park,35.112225,-89.911093,Park
2280,Cherry,35.093158,-89.91506,Tokyo Grill,35.106996,-89.896055,Asian Restaurant
2281,Cherry,35.093158,-89.91506,Pete and Sam's,35.10796,-89.933031,Italian Restaurant
2282,Cherry,35.093158,-89.91506,Target,35.113174,-89.90362,Big Box Store
2283,Cherry,35.093158,-89.91506,Splendid Nails,35.107154,-89.894765,Nail Salon
2284,Cherry,35.093158,-89.91506,Patrick's Steaks And Spirits,35.106843,-89.896613,American Restaurant
2285,Cherry,35.093158,-89.91506,Pure Barre,35.112397,-89.905006,Gym / Fitness Center
2286,Cherry,35.093158,-89.91506,Walgreens,35.098937,-89.931745,Pharmacy
2287,Cherry,35.093158,-89.91506,GameStop,35.10629,-89.893855,Video Game Store
2288,Cherry,35.093158,-89.91506,Castle Restaurant,35.107606,-89.929654,Mediterranean Restaurant
2289,Cherry,35.093158,-89.91506,Lenny's Sub Shop,35.113285,-89.905119,Sandwich Place
2290,Cherry,35.093158,-89.91506,The Children's Place,35.105915,-89.910468,Kids Store
2291,Cherry,35.093158,-89.91506,Dollar General,35.095643,-89.93081,Discount Store
2292,Cherry,35.093158,-89.91506,fred's Super Dollar,35.091599,-89.909122,Discount Store
2293,Cherry,35.093158,-89.91506,Billy Hardwick's All Star Lanes,35.089272,-89.891792,Bowling Alley
2294,Cherry,35.093158,-89.91506,Juve Salon Spa,35.114338,-89.907075,Health & Beauty Service
2295,Cherry,35.093158,-89.91506,Family Dollar,35.091866,-89.908341,Discount Store
2296,Cherry,35.093158,-89.91506,Tan-N-Go,35.106435,-89.894193,Tanning Salon
2297,Cherry,35.093158,-89.91506,SONIC Drive In,35.090442,-89.93067,Fast Food Restaurant
2298,Cherry,35.093158,-89.91506,Subway Sandwiches,35.105643,-89.931062,Sandwich Place
2299,Cherry,35.093158,-89.91506,Wine Market,35.113375,-89.905144,Wine Shop
2300,Cherry,35.093158,-89.91506,Waffle House,35.075398,-89.92043,Breakfast Spot
2301,Cherry,35.093158,-89.91506,Dollar General,35.088025,-89.891115,Discount Store
2302,Cherry,35.093158,-89.91506,Quality Suites,35.078516,-89.903457,Hotel
2303,Cherry,35.093158,-89.91506,GameStop,35.072717,-89.907131,Video Game Store
2304,Cherry,35.093158,-89.91506,Pottery Barn Outlet,35.112851,-89.905042,Furniture / Home Store
2305,Cherry,35.093158,-89.91506,Kroger,35.075313,-89.927949,Supermarket
2306,Cherry,35.093158,-89.91506,Dollar Tree,35.072619,-89.90825,Discount Store
2307,Cherry,35.093158,-89.91506,Family Dollar,35.098424,-89.931282,Discount Store
2308,Cherry,35.093158,-89.91506,Superlo Foods,35.113536,-89.90456,Supermarket
2309,Cherry,35.093158,-89.91506,ALDI,35.073053,-89.906259,Grocery Store
2310,Cherry,35.093158,-89.91506,Links At Audubon,35.109583,-89.923476,Golf Course
2311,Cherry,35.093158,-89.91506,Rite Aid,35.091957,-89.907343,Pharmacy
2312,Cherry,35.093158,-89.91506,Family Dollar,35.086163,-89.929616,Discount Store
2313,Cherry,35.093158,-89.91506,CVS pharmacy,35.112777,-89.903102,Pharmacy
2314,Cherry,35.093158,-89.91506,Pizza Hut,35.098127,-89.931539,Pizza Place
2315,Cherry,35.093158,-89.91506,Subway,35.088394,-89.891311,Sandwich Place
2316,Cherry,35.093158,-89.91506,Walgreens,35.088187,-89.8921,Pharmacy
2317,Cherry,35.093158,-89.91506,Sam's Club,35.083314,-89.933466,Warehouse Store
2318,Cherry,35.093158,-89.91506,Redbox,35.089407,-89.891145,Video Store
2319,Cherry,35.093158,-89.91506,The UPS Store,35.113315,-89.905524,Shipping Store
2320,Cherry,35.093158,-89.91506,Family Dollar,35.074656,-89.906753,Discount Store
2321,Cherry,35.093158,-89.91506,Captain D's,35.071977,-89.905924,Seafood Restaurant
2322,Cherry,35.093158,-89.91506,McDonald's,35.091049,-89.907243,Fast Food Restaurant
2323,Cherry,35.093158,-89.91506,Church's Chicken,35.091192,-89.93068,Fried Chicken Joint
2324,Cherry,35.093158,-89.91506,Holiday Inn Express,35.075324,-89.922253,Hotel
2325,Cherry,35.093158,-89.91506,Cancer Survivors Park,35.113426,-89.909413,Park
2326,Cherry,35.093158,-89.91506,Goodwill,35.085724,-89.89428,Thrift / Vintage Store
2327,Cherry,35.093158,-89.91506,Save-A-Lot,35.106371,-89.931746,Grocery Store
2328,Cherry,35.093158,-89.91506,Lenny's Sub Shop,35.076397,-89.905395,Deli / Bodega
2329,Cherry,35.093158,-89.91506,Chile Verde Food Truck,35.085535,-89.895508,Mexican Restaurant
2330,Cherry,35.093158,-89.91506,Circle K,35.075562,-89.931626,Gas Station
2331,Cherry,35.093158,-89.91506,Checkers,35.106243,-89.931791,Fast Food Restaurant
2332,Cherry,35.093158,-89.91506,Jewell Sisson Gymnasium,35.101076,-89.913425,Basketball Court
2333,Cherry,35.093158,-89.91506,Checkers,35.107181,-89.931857,Fast Food Restaurant
2334,Cherry,35.093158,-89.91506,Godwin Park,35.082714,-89.915269,Park
2335,Cherry,35.093158,-89.91506,Popeyes Louisiana Kitchen,35.076384,-89.905802,Fried Chicken Joint
2336,Cherry,35.093158,-89.91506,McDonald's,35.083925,-89.931797,Fast Food Restaurant
2337,Cherry,35.093158,-89.91506,Burger King,35.10782,-89.930513,Fast Food Restaurant
2338,Cherry,35.093158,-89.91506,Shell,35.072192,-89.905378,Gas Station
2339,Cherry,35.093158,-89.91506,FedEx Park,35.101767,-89.926343,Baseball Field
2340,Cherry,35.093158,-89.91506,Taco Bell,35.074984,-89.905896,Fast Food Restaurant
2341,Cherry,35.093158,-89.91506,Park & Perkins,35.10765,-89.907762,Bus Stop
2342,Cherry,35.093158,-89.91506,Memphis Boat Center,35.078892,-89.922985,Boat or Ferry
2343,Cherry,35.093158,-89.91506,Memphis Botanic Gardens Farmers Market,35.109961,-89.917628,Farmers Market
2344,Cherry,35.093158,-89.91506,Hilton Gym,35.108464,-89.905529,Gym
2345,Cherry,35.093158,-89.91506,Piggly Wiggly,35.077191,-89.907296,Grocery Store
2346,Cherry,35.093158,-89.91506,Fratelli's,35.110943,-89.91842,Italian Restaurant
2347,Cherry,35.093158,-89.91506,Consignment Music Store,35.107702,-89.928157,Music Store
2348,Cherry,35.093158,-89.91506,Live @ The Garden Stage,35.111389,-89.914438,Music Venue
2349,Cherry,35.093158,-89.91506,La Ilusion,35.075251,-89.921282,Bakery
2350,Cherry,35.093158,-89.91506,My Big Backyard,35.111789,-89.916801,Playground
2351,Cherry,35.093158,-89.91506,Big Daddy's Meat Market,35.107639,-89.929803,Deli / Bodega
2352,Cherry,35.093158,-89.91506,Village Mart,35.075025,-89.926877,Men's Store
2353,Cherry,35.093158,-89.91506,Turkey Trot 4-Miler,35.113394,-89.909281,Athletics & Sports
2354,Cherry,35.093158,-89.91506,American Way Transit Center,35.076232,-89.932793,Bus Station
2355,Fisherville,35.1587,-89.666192,Shell,35.159485,-89.663331,Gas Station
2356,Fisherville,35.1587,-89.666192,Me Seesters,35.152317,-89.656525,American Restaurant
2357,Fisherville,35.1587,-89.666192,Fisherville Farms,35.169599,-89.663522,Farm
2358,Fisherville,35.1587,-89.666192,Nut Job,35.158645,-89.691199,Ice Cream Shop
2359,Fisherville,35.1587,-89.666192,Kitchen Table,35.158811,-89.691207,Breakfast Spot
2360,Fisherville,35.1587,-89.666192,Redfish,35.177792,-89.675539,Sushi Restaurant
2361,Fisherville,35.1587,-89.666192,First Up Farm,35.17907,-89.673646,Farm
2362,Galloway Gardens,35.150869,-90.00412,Memphis Zoo,35.150063,-89.994332,Zoo
2363,Galloway Gardens,35.150869,-90.00412,The Bubble Bistro,35.150307,-90.013321,Cosmetics Shop
2364,Galloway Gardens,35.150869,-90.00412,Cafe Eclectic,35.154129,-89.99743,Café
2365,Galloway Gardens,35.150869,-90.00412,Ecco on Overton Park,35.148715,-90.007034,Bar
2366,Galloway Gardens,35.150869,-90.00412,Memphis Zoo China (Pandas),35.151402,-89.994141,Zoo Exhibit
2367,Galloway Gardens,35.150869,-90.00412,French Truck Coffee,35.15176,-90.013831,Coffee Shop
2368,Galloway Gardens,35.150869,-90.00412,Crosstown Concourse,35.151839,-90.013432,Building
2369,Galloway Gardens,35.150869,-90.00412,Joe's Wine and Liquor,35.142826,-90.004726,Liquor Store
2370,Galloway Gardens,35.150869,-90.00412,Crosstown Arts,35.151981,-90.013372,Indie Theater
2371,Galloway Gardens,35.150869,-90.00412,India Palace,35.143154,-90.00314,Indian Restaurant
2372,Galloway Gardens,35.150869,-90.00412,Levitt Shell,35.145489,-89.994741,Music Venue
2373,Galloway Gardens,35.150869,-90.00412,Memphis Zoo Penguin Rock,35.151048,-89.996371,Zoo Exhibit
2374,Galloway Gardens,35.150869,-90.00412,Overton Park,35.14654,-89.991928,Park
2375,Galloway Gardens,35.150869,-90.00412,Shell,35.142094,-89.996471,Music Venue
2376,Galloway Gardens,35.150869,-90.00412,Alex's Tavern,35.158149,-90.010104,Burger Joint
2377,Galloway Gardens,35.150869,-90.00412,Planet Fitness,35.142464,-90.006513,Gym / Fitness Center
2378,Galloway Gardens,35.150869,-90.00412,Dino's Grill,35.155189,-89.997242,Italian Restaurant
2379,Galloway Gardens,35.150869,-90.00412,Pumping Station,35.143856,-90.014308,Gay Bar
2380,Galloway Gardens,35.150869,-90.00412,Mardi Gras Memphis,35.152057,-90.012646,Cajun / Creole Restaurant
2381,Galloway Gardens,35.150869,-90.00412,Farm Burger,35.152333,-90.013353,Burger Joint
2382,Galloway Gardens,35.150869,-90.00412,Midtown Crossing Grill,35.149383,-90.013082,Pizza Place
2383,Galloway Gardens,35.150869,-90.00412,Overton Bark,35.146233,-89.991337,Dog Run
2384,Galloway Gardens,35.150869,-90.00412,Memphis Zoo Elephants,35.151086,-89.991611,Zoo Exhibit
2385,Galloway Gardens,35.150869,-90.00412,Memphis Brooks Museum of Art,35.144507,-89.994693,Art Museum
2386,Galloway Gardens,35.150869,-90.00412,Crosstown Brewing,35.15206,-90.01711,Brewery
2387,Galloway Gardens,35.150869,-90.00412,Phuong Long,35.14733,-90.014449,Vietnamese Restaurant
2388,Galloway Gardens,35.150869,-90.00412,Casablanca,35.138003,-90.004427,Middle Eastern Restaurant
2389,Galloway Gardens,35.150869,-90.00412,Memphis Zoo Cat Country,35.150278,-89.994583,Zoo Exhibit
2390,Galloway Gardens,35.150869,-90.00412,Memphis Zoo Teton Trek,35.149562,-89.988719,Zoo
2391,Galloway Gardens,35.150869,-90.00412,Paggio's Salon,35.14322,-90.004278,Cosmetics Shop
2392,Galloway Gardens,35.150869,-90.00412,Memphis Zoo Once Upon A Farm,35.151581,-89.997196,Zoo Exhibit
2393,Galloway Gardens,35.150869,-90.00412,Pho Binh,35.138087,-90.007566,Vietnamese Restaurant
2394,Galloway Gardens,35.150869,-90.00412,Minglewood Hall,35.137986,-90.00956,Music Venue
2395,Galloway Gardens,35.150869,-90.00412,Memphis Zoo Northwest Passage,35.150577,-89.98956,Zoo
2396,Galloway Gardens,35.150869,-90.00412,Huey's Restaurant,35.13729,-89.99704,Burger Joint
2397,Galloway Gardens,35.150869,-90.00412,V&E Greenline,35.157542,-90.005772,Park
2398,Galloway Gardens,35.150869,-90.00412,Sekisui,35.137082,-90.005279,Japanese Restaurant
2399,Galloway Gardens,35.150869,-90.00412,The Bar-B-Q Shop,35.137923,-90.001672,BBQ Joint
2400,Galloway Gardens,35.150869,-90.00412,Fino's from the Hill,35.137665,-89.999607,Deli / Bodega
2401,Galloway Gardens,35.150869,-90.00412,Dru's Place,35.13858,-90.012053,Karaoke Bar
2402,Galloway Gardens,35.150869,-90.00412,Malco Studio On The Square,35.137664,-89.99124,Movie Theater
2403,Galloway Gardens,35.150869,-90.00412,Wild Bills,35.164324,-90.00464,Dive Bar
2404,Galloway Gardens,35.150869,-90.00412,Kwik Check,35.137009,-89.994286,Deli / Bodega
2405,Galloway Gardens,35.150869,-90.00412,Art Center,35.135898,-90.006787,Arts & Crafts Store
2406,Galloway Gardens,35.150869,-90.00412,Al-Rayan,35.146893,-90.014415,Middle Eastern Restaurant
2407,Galloway Gardens,35.150869,-90.00412,Café Society,35.143799,-90.003115,American Restaurant
2408,Galloway Gardens,35.150869,-90.00412,Spa Nails,35.13802,-89.99959,Spa
2409,Galloway Gardens,35.150869,-90.00412,Memphis Pizza Cafe,35.136629,-89.991759,Pizza Place
2410,Galloway Gardens,35.150869,-90.00412,The Cupboard,35.136767,-90.015349,Southern / Soul Food Restaurant
2411,Galloway Gardens,35.150869,-90.00412,Chick-fil-A,35.135141,-89.995221,Fast Food Restaurant
2412,Galloway Gardens,35.150869,-90.00412,Bayou Bar & Grill,35.136972,-89.99162,Cajun / Creole Restaurant
2413,Galloway Gardens,35.150869,-90.00412,Babalu Tapas & Tacos,35.136543,-89.990917,Tapas Restaurant
2414,Galloway Gardens,35.150869,-90.00412,Boscos,35.136837,-89.990459,Brewery
2415,Galloway Gardens,35.150869,-90.00412,Molly's La Casita,35.137206,-89.994253,Mexican Restaurant
2416,Galloway Gardens,35.150869,-90.00412,Little Italy Pizza,35.136251,-90.011784,Pizza Place
2417,Galloway Gardens,35.150869,-90.00412,The Evergreen Theatre,35.142769,-90.003819,Performing Arts Venue
2418,Galloway Gardens,35.150869,-90.00412,Memphis Zoo Aquarium,35.151874,-89.99707,Aquarium
2419,Galloway Gardens,35.150869,-90.00412,Lafayette's Music Room,35.136517,-89.990652,Music Venue
2420,Galloway Gardens,35.150869,-90.00412,Los Comales,35.13905,-90.017166,Mexican Restaurant
2421,Galloway Gardens,35.150869,-90.00412,Ardent Studios,35.137481,-89.994526,Music Venue
2422,Galloway Gardens,35.150869,-90.00412,Side Street Grill,35.135616,-89.992207,American Restaurant
2423,Galloway Gardens,35.150869,-90.00412,Second Line,35.135614,-89.990259,Cajun / Creole Restaurant
2424,Galloway Gardens,35.150869,-90.00412,LBOE,35.136903,-89.993979,Burger Joint
2425,Galloway Gardens,35.150869,-90.00412,Sweet Noshings,35.136576,-89.991103,Candy Store
2426,Galloway Gardens,35.150869,-90.00412,The Fresh Market,35.133827,-89.989837,Grocery Store
2427,Galloway Gardens,35.150869,-90.00412,Playhouse on the Square,35.134216,-89.990264,Theater
2428,Galloway Gardens,35.150869,-90.00412,Baskin-Robbins,35.13657,-90.005607,Ice Cream Shop
2429,Galloway Gardens,35.150869,-90.00412,The Blue Nile,35.13805,-90.001584,Ethiopian Restaurant
2430,Galloway Gardens,35.150869,-90.00412,Smoothie King,35.134344,-89.995098,Smoothie Shop
2431,Galloway Gardens,35.150869,-90.00412,Restaurant Iris,35.135582,-89.989977,New American Restaurant
2432,Galloway Gardens,35.150869,-90.00412,Canvas of Memphis,35.138003,-90.003171,Lounge
2433,Galloway Gardens,35.150869,-90.00412,Bhan Thai,35.132888,-90.017376,Thai Restaurant
2434,Galloway Gardens,35.150869,-90.00412,Wizard's,35.136991,-89.994488,Arts & Crafts Store
2435,Galloway Gardens,35.150869,-90.00412,Firehouse Subs,35.135803,-90.009308,Sandwich Place
2436,Galloway Gardens,35.150869,-90.00412,The Slider Inn,35.131568,-89.990981,Burger Joint
2437,Galloway Gardens,35.150869,-90.00412,Cash Saver,35.138262,-90.007276,Food & Drink Shop
2438,Galloway Gardens,35.150869,-90.00412,Memphis Zoo Sting Ray Bay,35.150721,-89.996612,Aquarium
2439,Galloway Gardens,35.150869,-90.00412,Starbucks,35.135502,-89.99978,Coffee Shop
2440,Galloway Gardens,35.150869,-90.00412,Outdoors Inc,35.135816,-90.004351,Sporting Goods Shop
2441,Galloway Gardens,35.150869,-90.00412,Co-Motion Studio,35.150147,-90.014098,Dance Studio
2442,Galloway Gardens,35.150869,-90.00412,Kimbrough Wines & Spirits,35.136325,-90.012056,Food & Drink Shop
2443,Galloway Gardens,35.150869,-90.00412,El Mezcal (Union),35.136613,-90.011638,Mexican Restaurant
2444,Galloway Gardens,35.150869,-90.00412,Oasis Liquid (Hookah Lounge),35.138123,-90.009596,Hookah Bar
2445,Galloway Gardens,35.150869,-90.00412,Mot & Eds,35.139059,-90.016007,American Restaurant
2446,Galloway Gardens,35.150869,-90.00412,Hollywood Feed,35.134243,-89.994656,Pet Store
2447,Galloway Gardens,35.150869,-90.00412,Cardio Barre,35.136513,-89.991332,Gym / Fitness Center
2448,Galloway Gardens,35.150869,-90.00412,Maggie's Pharm,35.136432,-89.992154,Gift Shop
2449,Galloway Gardens,35.150869,-90.00412,Overton Bicycle Arch,35.148638,-89.981886,Outdoor Sculpture
2450,Galloway Gardens,35.150869,-90.00412,Wingstop,35.135976,-90.007731,Wings Joint
2451,Galloway Gardens,35.150869,-90.00412,Golden India,35.136665,-89.991412,Indian Restaurant
2452,Galloway Gardens,35.150869,-90.00412,Midtown Yoga,35.131702,-89.990087,Yoga Studio
2453,Galloway Gardens,35.150869,-90.00412,Five Guys,35.13454,-89.991611,Burger Joint
2454,Galloway Gardens,35.150869,-90.00412,Fuel Cafe,35.137952,-90.002598,American Restaurant
2455,Galloway Gardens,35.150869,-90.00412,Panera Bread,35.134281,-89.996351,Bakery
2456,Galloway Gardens,35.150869,-90.00412,The Circuit Playhouse,35.134718,-89.990735,Theater
2457,Galloway Gardens,35.150869,-90.00412,PYRO'S Fire Fresh Pizza,35.134262,-89.993804,Pizza Place
2458,Galloway Gardens,35.150869,-90.00412,Local Gastropub,35.136692,-89.990359,Gastropub
2459,Galloway Gardens,35.150869,-90.00412,Outback Steakhouse,35.133649,-89.986859,Steakhouse
2460,Galloway Gardens,35.150869,-90.00412,Circle K,35.137761,-90.000109,Automotive Shop
2461,Galloway Gardens,35.150869,-90.00412,Memphis Zoo Herpetarium,35.151481,-89.995012,Zoo Exhibit
2462,High Point Terrace,35.13905,-89.936457,High Point Pizza,35.144845,-89.937473,Pizza Place
2463,High Point Terrace,35.13905,-89.936457,Cheffie's Café,35.145068,-89.937486,Café
2464,High Point Terrace,35.13905,-89.936457,Bryant's Breakfast,35.148887,-89.928812,Breakfast Spot
2465,High Point Terrace,35.13905,-89.936457,Another Broken Egg Cafe,35.130001,-89.946108,Café
2466,High Point Terrace,35.13905,-89.936457,Buster's Liquors & Wines,35.12692,-89.945458,Liquor Store
2467,High Point Terrace,35.13905,-89.936457,Galloway Golf Course,35.13108,-89.934796,Golf Course
2468,High Point Terrace,35.13905,-89.936457,Shelby Farms Greenline,35.140206,-89.944382,Trail
2469,High Point Terrace,35.13905,-89.936457,Panda Garden,35.149061,-89.936525,Chinese Restaurant
2470,High Point Terrace,35.13905,-89.936457,La Michoacana,35.148875,-89.924393,Ice Cream Shop
2471,High Point Terrace,35.13905,-89.936457,Highland Super Submarine Sandwich Shop,35.149718,-89.950544,Sandwich Place
2472,High Point Terrace,35.13905,-89.936457,K&G,35.130308,-89.946718,Men's Store
2473,High Point Terrace,35.13905,-89.936457,Gould's Salon Spa - Poplar Plaza,35.129041,-89.948486,Salon / Barbershop
2474,High Point Terrace,35.13905,-89.936457,El Porton,35.130023,-89.945955,Mexican Restaurant
2475,High Point Terrace,35.13905,-89.936457,Spin Street,35.128272,-89.945757,Record Shop
2476,High Point Terrace,35.13905,-89.936457,Starbucks,35.130502,-89.948049,Coffee Shop
2477,High Point Terrace,35.13905,-89.936457,Dollar Tree,35.130844,-89.946482,Discount Store
2478,High Point Terrace,35.13905,-89.936457,Nina Nails,35.127418,-89.946976,Cosmetics Shop
2479,High Point Terrace,35.13905,-89.936457,Central BBQ,35.148462,-89.915173,BBQ Joint
2480,High Point Terrace,35.13905,-89.936457,Jason's Deli,35.126877,-89.946462,Deli / Bodega
2481,High Point Terrace,35.13905,-89.936457,CHAR Restaurant,35.119552,-89.945891,Restaurant
2482,High Point Terrace,35.13905,-89.936457,Piccadilly Cafeteria,35.127871,-89.947685,American Restaurant
2483,High Point Terrace,35.13905,-89.936457,The Beer Garden,35.129427,-89.950092,Deli / Bodega
2484,High Point Terrace,35.13905,-89.936457,The Rec Room,35.147556,-89.960952,Gaming Cafe
2485,High Point Terrace,35.13905,-89.936457,The Gaslight Liquor Shoppe,35.148746,-89.921724,Liquor Store
2486,High Point Terrace,35.13905,-89.936457,Create A Cig Memphis,35.130766,-89.955901,Smoke Shop
2487,High Point Terrace,35.13905,-89.936457,Pier 1 Imports,35.133281,-89.958399,Furniture / Home Store
2488,High Point Terrace,35.13905,-89.936457,Chickasaw Country Club,35.146964,-89.949129,Golf Course
2489,High Point Terrace,35.13905,-89.936457,La Baguette French Bread & Pastry Shop,35.132252,-89.958907,Bakery
2490,High Point Terrace,35.13905,-89.936457,High Point Pub,35.144895,-89.937573,Pub
2491,High Point Terrace,35.13905,-89.936457,Kroger,35.130734,-89.94774,Supermarket
2492,High Point Terrace,35.13905,-89.936457,Memphis Donuts,35.131203,-89.957809,Donut Shop
2493,High Point Terrace,35.13905,-89.936457,Megan's Nail Salon,35.130683,-89.956348,Cosmetics Shop
2494,High Point Terrace,35.13905,-89.936457,Subway,35.12665,-89.945372,Sandwich Place
2495,High Point Terrace,35.13905,-89.936457,Perkins Restaurant,35.127724,-89.946695,American Restaurant
2496,High Point Terrace,35.13905,-89.936457,El Palmar,35.148845,-89.924855,Mexican Restaurant
2497,High Point Terrace,35.13905,-89.936457,A-Tan - Chinese/Japanese Hibachi Restaurant,35.126874,-89.946953,Asian Restaurant
2498,High Point Terrace,35.13905,-89.936457,Einstein Bros Bagels,35.121066,-89.936479,Bagel Shop
2499,High Point Terrace,35.13905,-89.936457,CrossFit Chickasaw,35.131999,-89.958831,Gym
2500,High Point Terrace,35.13905,-89.936457,Seize The Clay,35.132166,-89.959112,General Entertainment
2501,High Point Terrace,35.13905,-89.936457,Casual Pint,35.120408,-89.945753,Beer Bar
2502,High Point Terrace,35.13905,-89.936457,McAlister's Deli,35.129733,-89.946587,Deli / Bodega
2503,High Point Terrace,35.13905,-89.936457,Baskin-Robbins,35.129314,-89.94558,Ice Cream Shop
2504,High Point Terrace,35.13905,-89.936457,Howard's Donuts,35.149172,-89.915734,Donut Shop
2505,High Point Terrace,35.13905,-89.936457,French Riviera Spa,35.128607,-89.9464,Gym
2506,High Point Terrace,35.13905,-89.936457,Tops Bar-B-Q,35.148663,-89.921213,BBQ Joint
2507,High Point Terrace,35.13905,-89.936457,Shelby Farms Greenline @ Tillman St (West Term...,35.137732,-89.961536,Park
2508,High Point Terrace,35.13905,-89.936457,Baskin-Robbins,35.148579,-89.917426,Ice Cream Shop
2509,High Point Terrace,35.13905,-89.936457,Tops BBQ,35.149131,-89.94923,BBQ Joint
2510,High Point Terrace,35.13905,-89.936457,Dollar General,35.148676,-89.923754,Discount Store
2511,High Point Terrace,35.13905,-89.936457,Guns and Ammo,35.149069,-89.940301,Hobby Shop
2512,High Point Terrace,35.13905,-89.936457,Laser Quest,35.12948,-89.947732,General Entertainment
2513,High Point Terrace,35.13905,-89.936457,Smoothie King,35.119926,-89.946,Smoothie Shop
2514,High Point Terrace,35.13905,-89.936457,Petco,35.128242,-89.946271,Pet Store
2515,High Point Terrace,35.13905,-89.936457,Holiday Inn Memphis-Univ Of Memphis,35.123824,-89.938411,Hotel
2516,High Point Terrace,35.13905,-89.936457,Walgreens,35.128223,-89.949242,Pharmacy
2517,High Point Terrace,35.13905,-89.936457,Michael D. Rose Theatre,35.118146,-89.9368,Theater
2518,High Point Terrace,35.13905,-89.936457,Kroger,35.150407,-89.918486,Supermarket
2519,High Point Terrace,35.13905,-89.936457,Ross Dress for Less,35.150119,-89.917273,Clothing Store
2520,High Point Terrace,35.13905,-89.936457,Big Lots,35.149891,-89.919865,Big Box Store
